team,team_id,player_id,player_name,position,known_name,first_name,last_name,shirtNumber,played_time,appearances,played_games,starts,sub_on,sub_off,offsides,dribbles_successful,dribbles_unsuccessful,keypasses,assists,assists_intentional,assists_second_goal,through_balls,goals_conceded,goals_conceded_penalty,goals_conceded_outside_box,goals_conceded_inside_box,goals,goals_from_inside_box,goals_from_outside_box,goals_right_foot,goals_left_foot,goals_headed,goals_penalty,penalty_taken,shots_total,shots_on_target_include_goals,shots_off_target_include_woodwork,shots_hit_woodwork,shots_blocked,shots_attempts_from_set_pieces,passes_total,passes_total_exc_crosses_and_corners_succesful,passes_total_exc_crosses_and_corners_unsuccesful,passes_open_play,passes_open_play_successful,passes_backward,passes_forward,passes_leftside,passes_rightside,passes_short_successful,passes_short_unsuccessful,passes_long_successful,passes_long_unsuccessful,passes_own_half_successful,passes_own_half_unsuccessful,passes_opposition_half_successful,passes_opposition_half_unsuccessful,crosses_open_play_successful,crosses_open_play_unsuccessful,crosses_and_corners_unsuccessful,crosses_and_corners_successful,corners_won,corners_taken_include_short_corners,corners_into_box_successful,corners_into_box_unsuccessful,duels_total,duels_won,duels_lost,duels_ground_total,duels_ground_won,duels_ground_lost,duels_aerial_total,duels_aerial_won,duels_aerial_lost,tackles_total,tackles_won,tackles_lost,tackles_last_man,clearances,interceptions,recoveries,blocks
Athletic Club,174,76012,Iker Muniain,Forward,,Iker,Muniain,10,2393,31,31,26,5,13,2,56,38,36,2,2,,3,29,3,4,25,5,4,1,4,,1,,,23,13,10,1,4,1,1013,877,136,965,830,253,244,200,316,837,128,40,8,264,27,626,157,4,24,48,13,17,33,7,15,299,149,150,263,136,127,36,13,23,26,19,7,,6,12,117,
Athletic Club,174,242830,Unai Núñez,Defender,,Unai,Núñez,3,1569,20,20,16,4,,,7,2,3,,,,,22,2,3,19,,,,,,,,,7,3,4,,1,,723,596,127,706,581,51,241,286,145,517,54,79,73,433,54,163,74,,1,1,,1,,,,146,78,68,55,28,27,91,50,41,13,10,3,,70,23,95,17
Athletic Club,174,42995,Mikel San José,Midfielder,,Mikel,San José,6,355,9,9,3,6,1,1,1,3,1,,,,,3,,,3,,,,,,,,,4,1,3,,1,,132,94,38,131,93,20,53,34,25,88,32,6,6,54,16,40,22,,,,,1,,,,58,26,32,31,11,20,27,15,12,9,4,5,,12,9,22,1
Athletic Club,174,439772,Oihan Sancet,Midfielder,,Oihan,Sancet,34,742,17,17,9,8,9,,16,11,9,1,1,,,6,1,,6,1,1,,1,,,,,7,5,2,,3,,197,159,38,195,157,46,52,48,51,150,36,9,2,49,9,110,31,,,2,,,2,,2,108,50,58,91,42,49,17,8,9,11,7,4,,2,2,30,
Athletic Club,174,212769,Unai Simón,Goalkeeper,,Unai,Simón,1,2992,34,34,34,,,,,1,,,,,,29,5,2,27,,,,,,,,,,,,,,,961,530,431,517,326,,775,103,83,192,5,338,426,279,59,251,372,,,,,,,,,15,11,4,6,2,4,9,9,,,,,,17,1,269,
Athletic Club,174,439768,Unai Vencedor,Midfielder,,Unai,Vencedor,27,74,1,1,1,,1,,,,1,,,,,1,,,1,,,,,,,,,,,,1,1,1,36,31,5,32,28,4,6,14,12,27,4,4,1,16,1,17,6,,,2,2,,3,1,1,3,1,2,1,1,,2,,2,,,,,,,5,
Athletic Club,174,197326,Mikel Vesga,Midfielder,,Mikel,Vesga,16,1264,20,20,13,7,3,,5,2,5,1,1,,,16,3,3,13,,,,,,,,,11,3,8,,3,,527,427,100,522,422,86,161,126,154,403,72,24,28,195,39,234,70,1,8,9,2,3,1,1,,178,76,102,116,40,76,62,36,26,25,17,8,,24,31,92,7
Athletic Club,174,212770,Asier Villalibre,Forward,,Asier,Villalibre,25,523,19,19,5,14,5,5,5,5,1,,,,,10,2,1,9,3,3,,1,2,,,,16,6,10,1,1,,101,65,36,97,61,22,26,28,25,63,36,2,,18,2,47,41,,7,7,,8,,,,94,42,52,44,16,28,50,26,24,,,,,3,1,16,
Athletic Club,174,197334,Iñaki Williams,Forward,,Iñaki,Williams,9,2957,38,38,34,4,23,29,47,40,25,1,1,,1,30,5,4,26,6,6,,5,1,,1,2,38,23,15,2,10,,647,482,165,632,467,192,130,180,145,468,153,14,12,142,23,353,184,13,42,42,13,29,,,,369,172,197,229,107,122,140,65,75,15,5,10,,29,5,82,2
Athletic Club,174,197319,Yeray Álvarez,Defender,,Yeray,Álvarez,5,2811,32,32,32,,1,1,14,3,5,,,,1,27,4,2,25,,,,,,,,,10,2,8,,2,,1468,1150,318,1410,1107,117,642,451,258,1034,147,116,171,756,116,397,211,2,9,9,3,4,,,,294,186,108,114,76,38,180,110,70,36,19,17,,133,62,167,22
Atlético de Madrid,175,59981,Antonio Adán,Goalkeeper,,Antonio,Adán,1,24,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,3,3,,3,2,,2,,1,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,
Atlético de Madrid,175,102383,Santiago Arias,Defender,,Santiago,Arias,4,1076,14,14,11,3,2,1,5,2,10,1,1,,,9,1,3,6,,,,,,,,,5,2,3,1,1,,510,399,111,510,399,89,168,240,13,384,84,15,27,164,30,240,100,5,19,19,5,5,,,,119,78,41,72,53,19,47,25,22,36,24,12,,15,19,60,7
Atlético de Madrid,175,248507,Sergio Camello,Forward,,Sergio,Camello,34,23,2,2,,2,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,6,2,4,6,2,2,2,1,1,2,3,,1,,,2,4,,,,,,,,,2,2,,1,1,,1,1,,,,,,,,,
Atlético de Madrid,175,119718,Yannick Carrasco,Midfielder,,Yannick,Carrasco,21,628,15,15,6,9,6,2,16,14,9,2,1,,,6,2,,6,1,1,,1,,,,,10,6,4,,7,1,197,159,38,191,153,50,51,27,69,151,32,8,6,55,11,108,47,,6,20,4,11,18,4,10,110,42,68,102,39,63,8,3,5,11,7,4,,2,5,43,
Atlético de Madrid,175,484388,Óscar Clemente,Midfielder,,Óscar,Clemente,39,3,1,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,2,2,,2,2,,,1,1,2,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlético de Madrid,175,156223,Ángel Correa,Forward,,Ángel,Correa,10,2065,33,33,22,11,13,9,37,30,21,6,6,2,7,20,2,4,16,5,5,,4,,1,,,31,16,15,2,12,1,549,422,127,544,417,153,137,167,92,413,111,9,16,130,23,301,129,8,20,25,9,22,8,1,5,290,114,176,239,102,137,51,12,39,25,9,16,,16,14,105,5
Atlético de Madrid,175,18507,Diego Da Silva Costa,Forward,Diego Costa,Diego,Da Silva Costa,19,1351,23,23,14,9,8,19,10,11,11,4,3,,1,9,2,2,7,5,5,,3,,1,2,3,32,10,22,,3,,361,249,112,350,238,95,79,74,113,240,109,9,3,81,20,169,95,1,3,3,1,9,,,,256,106,150,89,34,55,167,72,95,9,5,4,,9,3,29,2
Atlético de Madrid,175,151883,José Giménez,Defender,,José,Giménez,2,1753,21,21,19,2,,2,3,,,,,,,13,2,2,11,,,,,,,,,10,2,8,,1,,914,783,131,847,722,49,328,210,327,707,69,76,62,556,60,227,71,,,,,1,,,,129,91,38,51,36,15,78,55,23,20,16,4,,71,23,87,7
Atlético de Madrid,175,213431,Mario Hermoso,Defender,,Mario,Hermoso,22,1220,17,17,15,2,4,2,7,,2,,,,,9,1,4,5,,,,,,,,,2,2,,1,1,,625,496,129,607,484,28,265,80,252,438,47,58,82,335,48,161,83,,2,2,,3,,,,111,57,54,56,31,25,55,26,29,15,8,7,,59,12,72,5
Atlético de Madrid,175,102578,Héctor Herrera,Midfielder,,Héctor,Herrera,16,1120,21,21,12,9,6,2,14,1,19,2,1,,3,7,,2,5,,,,,,,,,8,1,7,,6,,750,658,92,719,629,96,251,232,171,621,72,37,20,263,30,407,80,2,10,18,12,6,14,5,6,150,86,64,109,58,51,41,28,13,31,21,10,,13,17,79,7
Atlético de Madrid,175,167449,Thomas Lemar,Midfielder,,Thomas,Lemar,11,920,22,22,10,12,9,,20,11,8,,,,,8,,4,4,,,,,,,,,4,3,1,,7,3,362,299,63,351,288,69,97,70,126,286,53,13,10,98,14,211,70,1,6,21,10,4,19,8,10,106,51,55,88,44,44,18,7,11,13,9,4,,3,6,58,1
Atlético de Madrid,175,192364,Marcos Llorente,Midfielder,,Marcos,Llorente,14,1365,29,29,16,13,11,4,27,5,13,3,3,,2,18,3,2,16,3,2,1,3,,,,,9,5,4,,5,,482,380,102,476,374,62,142,155,123,369,79,11,23,146,31,236,77,2,6,6,2,6,,,,176,85,91,133,68,65,43,17,26,28,14,14,,8,14,72,4
Atlético de Madrid,175,233420,Renan Augusto Lodi dos Santos,Defender,Renan Lodi,Renan Augusto,Lodi dos Santos,12,2399,32,32,28,4,6,11,16,14,18,2,2,,3,21,2,5,16,1,1,,,1,,,,15,3,12,1,3,,858,679,179,850,671,237,262,44,315,638,117,41,62,321,66,373,185,15,72,72,15,10,,,,295,160,135,230,131,99,65,29,36,73,46,27,,44,39,144,7
Atlético de Madrid,175,86399,Víctor Machín Pérez,Midfielder,Vitolo,Víctor,Machín Pérez,20,1219,28,28,11,17,9,8,33,21,12,2,2,,6,10,,3,7,3,3,,1,1,1,,,14,10,4,,2,,513,420,93,510,417,117,143,100,153,409,91,11,2,113,27,309,71,2,5,5,2,11,,,,214,107,107,163,90,73,51,17,34,15,12,3,,5,10,73,
Atlético de Madrid,175,88482,Álvaro Morata,Forward,,Álvaro,Morata,9,2103,34,34,25,9,14,37,19,9,23,2,2,,3,14,1,5,9,12,12,,9,,3,2,3,57,31,26,3,12,,497,320,177,486,310,142,108,115,132,315,170,5,7,69,42,252,145,1,10,10,1,20,,,,436,222,214,204,91,113,232,131,101,17,8,9,,23,5,67,2
Atlético de Madrid,175,179380,Antonio Moya,Midfielder,Toni Moya,Antonio,Moya,38,3,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlético de Madrid,175,81352,Jan Oblak,Goalkeeper,,Jan,Oblak,13,3396,38,38,38,,1,,1,,,,,,,27,3,7,20,,,,,,,,,,,,,,,840,461,379,353,217,,690,73,77,201,,260,379,270,62,191,317,,,,,,,,,10,9,1,7,7,,3,2,1,,,,,12,1,261,
Atlético de Madrid,175,167199,Thomas Partey,Midfielder,,Thomas,Partey,5,2552,35,35,29,6,8,,57,7,19,,,,6,18,2,5,13,3,2,1,3,,,,,20,8,12,,12,2,1637,1365,272,1598,1329,172,571,426,468,1264,188,101,84,600,77,770,216,1,5,21,5,6,16,4,11,351,224,127,256,157,99,95,67,28,69,40,29,,41,48,223,8
Atlético de Madrid,175,244690,Darío Poveda,Forward,,Darío,Poveda,40,7,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,5,3,2,5,3,1,,1,3,3,2,,,1,1,2,1,,,,,,,,,4,4,,1,1,,3,3,,1,,1,,,,,
Atlético de Madrid,175,77390,Jorge Resurrección,Midfielder,Koke,Jorge,Resurrección,6,2699,32,32,30,2,4,1,14,8,52,5,4,1,15,20,2,6,14,4,3,1,3,,1,,,16,9,7,,7,,1645,1402,243,1554,1327,351,463,407,424,1362,187,40,56,571,51,851,259,5,18,67,20,14,60,12,32,297,140,157,234,112,122,63,28,35,69,42,27,,23,29,171,8
Atlético de Madrid,175,437834,Rodrigo Riquelme,Midfielder,,Rodrigo,Riquelme,32,12,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,2,1,1,2,1,,1,1,,1,1,,,,,1,2,,1,1,,,,,,3,1,2,2,1,1,1,,1,,,,,,,2,
Atlético de Madrid,175,208639,Ivan Saponjic,Forward,,Ivan,Saponjic,17,4,2,2,,2,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,1,1,,,1,,,,1,,,,,,1,,,,,,,,,2,1,1,1,,1,1,1,,,,,,,,,
Atlético de Madrid,175,65807,Stefan Savic,Defender,,Stefan,Savic,15,1980,22,22,22,,,,2,1,2,,,,,15,2,2,13,,,,,,,,,3,2,1,,,,1070,871,199,1028,841,60,452,364,194,797,79,74,120,569,74,302,125,,,,,,,,,154,96,58,51,31,20,103,65,38,22,17,5,,89,24,97,9
Atlético de Madrid,175,428399,João Félix Sequeira,Forward,João Félix,João Félix,Sequeira,7,1747,27,27,21,6,17,6,20,35,14,1,1,,6,7,1,1,6,6,5,1,2,4,,,,47,18,29,3,17,2,506,399,107,489,382,125,141,107,133,394,97,5,10,120,27,281,96,2,15,16,2,14,3,,1,229,85,144,163,66,97,66,19,47,9,3,6,,4,10,58,
Atlético de Madrid,175,465494,Manuel Sánchez,Defender,,Manuel,Sánchez,35,326,5,5,4,1,2,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,132,100,32,129,97,32,43,1,56,97,23,3,9,60,13,43,24,3,5,5,3,2,,,,47,20,27,41,18,23,6,2,4,13,7,6,,1,7,20,
Atlético de Madrid,175,77794,Kieran Trippier,Defender,,Kieran,Trippier,23,1980,25,25,23,2,4,2,13,5,36,4,4,1,5,15,2,3,12,,,,,,,,,,,,,3,2,941,722,219,921,708,191,346,387,17,676,133,46,86,295,59,460,257,11,56,97,33,16,45,16,27,179,104,75,126,77,49,53,27,26,52,34,18,,37,24,132,7
Atlético de Madrid,175,467020,German Valera,Forward,,German,Valera,48,3,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,
Atlético de Madrid,175,68353,Sime Vrsaljko,Defender,,Sime,Vrsaljko,24,363,5,5,4,1,2,,,,2,1,1,,1,3,,1,2,,,,,,,,,,,,,,,127,88,39,126,87,22,55,47,3,84,31,4,8,43,15,48,35,3,11,11,3,2,,,,34,22,12,15,9,6,19,13,6,6,5,1,,10,8,14,3
Atlético de Madrid,175,116404,Felipe Augusto de Almeida Monteiro,Defender,Felipe,Felipe Augusto,de Almeida Monteiro,18,2099,25,25,23,2,,1,4,2,4,,,,,20,2,6,14,1,1,,,,1,,,16,5,11,,3,,921,707,214,889,684,45,395,242,239,647,126,60,88,486,90,221,125,,1,1,,6,,,,213,137,76,84,42,42,129,95,34,27,19,8,,125,40,99,13
Atlético de Madrid,175,89335,Saúl Ñíguez,Midfielder,,Saúl,Ñíguez,8,3076,35,35,35,,4,6,28,14,15,,,,4,25,3,7,18,6,5,1,,5,1,2,2,34,12,22,,10,3,1668,1322,346,1642,1297,266,588,347,467,1245,280,77,66,582,109,744,260,4,23,23,4,16,,,,520,266,254,294,147,147,226,119,107,95,59,36,,57,55,211,13
Celta de Vigo,176,86173,Manuel Agudo Durán,Forward,Nolito,Manuel,Agudo Durán,3,1224,22,22,13,9,10,11,14,10,15,1,1,,2,14,,1,13,5,4,1,5,,,1,1,26,17,9,1,11,2,471,361,110,459,349,103,144,30,194,332,93,29,17,110,19,256,110,2,13,19,5,8,19,4,5,146,62,84,119,51,68,27,11,16,28,17,11,,4,2,67,1
Celta de Vigo,176,210171,Joseph Aidoo,Defender,,Joseph,Aidoo,18,2500,32,32,27,5,2,,10,5,2,1,1,,1,34,3,6,28,,,,,,,,,8,1,7,2,2,,1240,1069,171,1203,1039,98,409,408,325,997,106,72,65,758,78,311,94,,1,1,,1,,,,212,118,94,108,67,41,104,51,53,42,26,16,,121,45,143,14
Celta de Vigo,176,92819,Rafael Alcántara do Nascimento,Midfielder,Rafinha,Rafael,Alcántara do Nascimento,12,2305,32,32,27,5,14,2,64,32,26,1,1,,5,32,4,5,27,4,2,2,,3,1,,,22,11,11,2,16,,1430,1250,180,1385,1208,247,362,464,357,1192,150,58,30,487,44,768,169,3,24,33,5,13,11,2,7,467,275,192,411,248,163,56,27,29,74,39,35,,19,34,204,4
Celta de Vigo,176,100868,Néstor Araújo,Defender,,Néstor,Araújo,4,2890,34,34,32,2,5,,1,1,2,2,1,,,42,5,8,34,1,1,,,,1,,,8,3,5,,5,,1551,1317,234,1477,1253,66,545,439,501,1236,131,81,103,961,108,356,126,,,,,1,,,,226,137,89,92,53,39,134,84,50,44,27,17,,141,52,151,18
Celta de Vigo,176,40270,Iago Aspas,Forward,,Iago,Aspas,10,3266,37,37,37,,7,20,52,43,52,3,3,1,9,48,5,8,40,14,12,2,1,12,1,5,7,65,40,25,1,19,11,1262,973,289,1193,907,337,237,443,245,931,263,42,26,308,59,670,251,4,20,21,5,35,5,1,1,375,176,199,286,146,140,89,30,59,29,19,10,,5,22,108,1
Celta de Vigo,176,234511,Francisco Beltrán,Midfielder,Fran Beltrán,Francisco,Beltrán,8,1832,28,28,22,6,10,1,20,11,12,,,,,22,2,3,19,1,1,,1,,,,,11,4,7,,3,,852,757,95,836,742,145,189,256,262,720,74,37,21,366,37,393,73,,8,15,2,2,10,3,3,167,69,98,129,61,68,38,8,30,30,18,12,,15,13,114,1
Celta de Vigo,176,464213,Sergio Bermejo,Midfielder,,Sergio,Bermejo,28,4,1,1,,1,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,3,3,,3,3,,1,,2,3,,,,,,3,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,
Celta de Vigo,176,106539,Rubén Blanco,Goalkeeper,,Rubén,Blanco,13,2961,33,33,33,,1,,,,,,,,,43,5,8,35,,,,,,,,,,,,,,,861,504,357,405,262,,601,148,112,294,1,210,356,354,71,150,286,,,,,,,,,15,13,2,4,3,1,11,10,1,1,1,,,36,,226,
Celta de Vigo,176,167164,Filip Bradaric,Midfielder,,Filip,Bradaric,14,708,14,14,7,7,3,,3,4,3,,,,,12,2,1,11,,,,,,,,,4,4,,,,,397,310,87,392,306,48,149,100,100,294,65,16,22,164,24,148,65,1,1,2,2,4,1,1,,72,31,41,45,19,26,27,12,15,12,9,3,,18,17,50,3
Celta de Vigo,176,169205,David Costas,Defender,,David,Costas,3,335,6,6,3,3,,,,,,,,,,10,,1,9,,,,,,,,,1,,1,,,,195,175,20,191,171,8,70,68,49,167,13,8,7,133,11,42,9,,,,,,,,,27,12,15,14,6,8,13,6,7,4,3,1,,12,8,22,3
Celta de Vigo,176,202520,Pape Cheikh Diop Gueye,Midfielder,Pape Cheikh,Pape Cheikh,Diop Gueye,24,593,16,16,6,10,3,,5,4,4,1,1,,,8,2,5,3,,,,,,,,,,,,,2,,260,233,27,255,228,43,63,82,72,220,24,13,3,109,8,124,19,,,,,2,,,,88,37,51,74,32,42,14,5,9,10,4,6,,3,5,41,2
Celta de Vigo,176,154414,Gabriel Fernández,Forward,,Gabriel,Fernández,19,554,20,20,5,15,4,7,7,5,2,1,1,,,10,,2,8,1,1,,,1,,,,7,3,4,,,,103,68,35,98,63,23,15,33,32,65,34,3,1,16,5,52,32,,2,2,,1,,,,106,38,68,51,16,35,55,22,33,1,,1,,2,2,14,1
Celta de Vigo,176,234509,Jacobo González,Forward,,Jacobo,González,29,83,2,2,1,1,1,,1,,,,,,,2,,,2,,,,,,,,,,,,,,,30,21,9,30,21,7,11,1,11,21,7,,2,13,3,8,7,,,1,,,1,,1,8,5,3,8,5,3,,,,3,3,,,2,,8,
Celta de Vigo,176,219225,Juan Hernández,Forward,,Juan,Hernández,7,85,5,5,1,4,1,,3,1,2,,,,,2,,,2,,,,,,,,,1,,1,,,,18,10,8,17,9,4,4,1,9,10,8,,,4,3,7,7,1,1,2,1,1,,,,11,3,8,4,3,1,7,,7,,,,,,1,2,
Celta de Vigo,176,105488,David Juncà,Defender,,David,Juncà,17,259,3,3,3,,1,1,2,2,,,,,,7,1,2,5,,,,,,,,,,,,,,,117,92,25,114,89,12,53,8,44,88,17,4,8,53,11,41,26,2,10,12,2,1,,,,26,18,8,23,15,8,3,3,,6,5,1,,3,2,15,1
Celta de Vigo,176,101820,Stanislav Lobotka,Midfielder,,Stanislav,Lobotka,14,1391,17,17,17,,8,1,12,4,9,,,,1,23,2,4,19,,,,,,,,,5,3,2,,3,,771,685,86,758,673,87,221,228,235,650,75,35,11,312,29,373,61,,3,4,,6,2,,1,115,65,50,94,51,43,21,14,7,19,11,8,,7,8,91,2
Celta de Vigo,176,490726,Iker Losada,Forward,,Iker,Losada,36,11,2,2,,2,,,,,,,,,,,,,,1,1,,1,,,,,1,1,,,,,9,7,2,9,7,3,3,1,2,7,1,,1,4,,3,5,,3,3,,1,,,,1,1,,,,,1,1,,,,,,,,3,
Celta de Vigo,176,76508,Hugo Mallo,Defender,,Hugo,Mallo,2,1963,27,27,22,5,3,3,5,3,11,1,1,,1,25,1,5,20,,,,,,,,,5,3,2,,1,,987,783,204,952,754,160,413,369,45,722,125,61,79,386,52,406,228,9,75,76,9,10,1,,1,223,133,90,153,92,61,70,41,29,62,42,20,,76,22,87,8
Celta de Vigo,176,150360,Santiago Mina Lorenzo,Forward,Santi Mina,Santiago,Mina Lorenzo,22,1940,34,34,21,13,11,11,14,20,17,3,2,,7,27,1,5,22,6,6,,4,1,1,,,41,15,26,2,6,1,656,465,191,645,454,163,187,171,135,450,184,15,7,137,39,333,177,5,25,25,5,20,2,,,382,153,229,195,65,130,187,88,99,13,8,5,,26,10,71,2
Celta de Vigo,176,107117,Jeison Murillo,Defender,,Jeison,Murillo,21,1529,18,18,17,1,1,3,4,,2,,,,,16,3,1,15,1,1,,,,1,,,8,5,3,,1,,717,621,96,670,589,25,236,269,187,572,41,49,55,476,33,145,65,,2,2,,3,,,,184,117,67,88,59,29,96,58,38,37,20,17,,72,20,84,9
Celta de Vigo,176,178880,Brais Méndez,Midfielder,,Brais,Méndez,23,1474,31,31,15,16,11,5,22,19,15,2,1,1,3,22,2,1,21,,,,,,,,,14,9,5,1,11,,640,493,147,626,479,139,197,180,124,470,113,23,34,150,37,351,145,3,20,35,8,12,20,4,10,256,117,139,172,79,93,84,38,46,27,12,15,,21,12,76,
Celta de Vigo,176,152563,Lucas Olaza,Defender,,Lucas,Olaza,15,3143,35,35,35,,1,1,15,10,32,3,2,1,,42,5,8,34,1,,1,,1,,,,12,5,7,1,7,7,1552,1204,348,1499,1161,192,769,75,516,1136,205,68,143,641,138,607,369,25,114,159,44,34,47,13,29,241,129,112,165,95,70,76,34,42,56,39,17,,47,31,187,10
Celta de Vigo,176,142276,Pione Sisto,Forward,,Pione,Sisto,11,886,21,21,8,13,6,5,24,8,9,,,,2,14,3,4,10,2,2,,1,1,,,,24,16,8,,6,1,398,329,69,396,327,127,77,56,138,310,66,19,3,143,19,192,82,2,17,32,6,9,13,3,10,132,70,62,123,66,57,9,4,5,17,8,9,,2,6,50,
Celta de Vigo,176,51129,Fedor Smolov,Forward,,Fedor,Smolov,9,749,14,14,10,4,9,8,9,11,4,,,,,8,1,1,7,2,2,,1,1,,,,12,6,6,,4,,187,130,57,169,112,73,28,30,56,127,54,3,3,52,14,78,49,,6,6,,6,,,,110,34,76,65,18,47,45,16,29,2,1,1,,7,7,15,
Celta de Vigo,176,89572,Denis Suárez,Midfielder,,Denis,Suárez,6,1636,26,26,20,6,13,,60,46,37,5,4,1,5,21,1,3,18,1,1,,1,,,,1,13,9,4,,6,1,763,617,146,736,597,126,245,92,300,593,134,24,12,189,28,455,183,11,21,65,27,13,57,16,35,272,119,153,251,114,137,21,5,16,22,15,7,,9,14,85,1
Celta de Vigo,176,195502,Jorge Sáenz,Defender,,Jorge,Sáenz,16,370,7,7,5,2,1,,,,,,,,,7,,,7,,,,,,,,,,,,,,,165,134,31,162,131,3,57,34,71,111,17,23,14,93,11,41,20,,,,,,,,,35,17,18,15,8,7,20,9,11,6,1,5,,14,10,12,2
Celta de Vigo,176,234580,Iván Villar,Goalkeeper,,Iván,Villar,25,279,4,4,3,1,,,,,,,,,,5,,,5,,,,,,,,,,,,,,,78,51,27,38,34,,52,13,13,35,,16,27,41,3,10,24,,,,,,,,,,,,,,,,,,,,,,7,,18,
Celta de Vigo,176,107807,Kevin Vázquez,Defender,,Kevin,Vázquez,20,1330,17,17,16,1,8,1,15,7,6,,,,1,20,3,2,18,,,,,,,,,1,,1,,,,618,483,135,603,469,88,257,235,38,462,107,21,28,251,71,235,82,3,18,18,3,3,,,,164,93,71,116,69,47,48,24,24,26,15,11,,20,26,80,1
Celta de Vigo,176,101394,Okay Yokuslu,Midfielder,,Okay,Yokuslu,5,1976,26,26,24,2,7,,21,7,8,2,2,,2,28,4,3,25,,,,,,,,,8,2,6,,4,,1058,860,198,1029,831,150,340,274,294,831,166,29,32,491,84,370,117,1,3,3,1,2,,,,304,159,145,175,76,99,129,83,46,41,27,14,,68,28,156,5
Celta de Vigo,176,38400,Sergio Álvarez,Goalkeeper,,Sergio,Álvarez,1,180,2,2,2,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,48,33,15,23,17,,30,13,5,25,1,8,14,31,6,2,9,,,,,,,,,,,,,,,,,,,,,,1,,9,
Espanyol,177,64662,Leandro Cabrera,Defender,,Leandro,Cabrera,18,3060,35,35,35,,2,2,8,,8,1,1,,2,37,3,2,35,2,2,,,,2,,,9,3,6,1,2,,1328,827,501,1250,787,55,740,231,302,640,212,187,289,480,133,349,381,2,13,13,2,7,,,,280,163,117,105,60,45,175,103,72,38,17,21,1,142,41,153,16
Espanyol,177,241869,Fernando Calero,Defender,,Fernando,Calero,24,1044,15,15,12,3,2,,1,,,,,,,21,1,1,20,,,,,,,,,,,,,,,593,508,85,583,500,44,215,103,231,476,43,32,42,372,27,136,58,,,,,,,,,73,35,38,38,21,17,35,14,21,14,9,5,,42,8,49,5
Espanyol,177,168287,Jonathan Calleri,Forward,,Jonathan,Calleri,12,1816,27,27,20,7,10,7,19,14,15,3,3,,,34,5,1,33,1,1,,1,,,,,39,13,26,3,8,,340,180,160,322,162,74,123,60,83,170,154,10,6,46,19,139,158,5,17,17,5,16,,,,440,209,231,173,74,99,267,135,132,12,8,4,,22,7,43,3
Espanyol,177,241703,Víctor Campuzano,Forward,,Víctor,Campuzano,31,868,20,20,9,11,7,14,9,10,2,,,,,21,2,1,20,,,,,,,,,10,6,4,,6,,141,93,48,126,78,42,31,38,30,90,41,3,7,36,13,57,43,,8,8,,6,,,,157,52,105,103,37,66,54,15,39,12,9,3,,4,2,28,
Espanyol,177,60121,Sébastien Corchia,Defender,,Sébastien,Corchia,0,269,3,3,3,,1,,6,5,7,,,,,5,,,5,,,,,,,,,2,1,1,,1,,122,104,18,122,104,44,38,39,1,99,12,5,6,49,4,64,30,7,16,16,9,5,2,2,,27,13,14,26,13,13,1,,1,2,1,1,,5,5,7,2
Espanyol,177,169007,Sergi Darder,Midfielder,,Sergi,Darder,10,2659,36,36,29,7,8,2,20,22,30,1,1,1,4,48,5,3,45,2,1,1,2,,,,,32,9,23,1,20,,1019,775,244,966,739,171,306,214,328,705,190,70,54,289,59,506,222,3,15,37,20,10,36,16,16,263,119,144,216,91,125,47,28,19,47,23,24,,18,24,142,1
Espanyol,177,132161,Adrián Embarba,Forward,,Adrián,Embarba,23,1381,18,18,17,1,11,1,30,35,20,4,3,,2,18,2,1,17,2,1,1,2,,,1,1,29,15,14,1,10,12,316,217,99,302,206,92,91,47,86,205,74,12,25,72,24,163,167,12,51,92,18,10,39,4,29,241,104,137,193,94,99,48,10,38,37,22,15,,8,16,92,4
Espanyol,177,55317,Bernardo Espinosa,Defender,,Bernardo,Espinosa,20,2261,26,26,26,,1,3,3,1,4,,,,,38,5,3,35,3,3,,1,,1,,,18,8,10,,4,,1112,825,287,1077,802,46,478,346,242,751,155,74,132,635,94,190,194,,1,1,,2,,,,263,160,103,89,43,46,174,117,57,24,16,8,,105,24,126,11
